,price,price_per_metr,rooms,floor,location,title,Date_add,Date_update,Size (m2),url
34,876000.0,18904.0, • 2 pokoje, • piętro 7/7,"Kraków, Prądnik Biały, Wybickiego 5B",Opis nieruchomości,17.06.2024,15.07.2024,"46,34",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-pradnik-bialy-wybickiego-5b-46m2-mzn2043027805
35,705000.0,18441.0, • 2 pokoje, • parter/7,"Kraków, Prądnik Biały, Wybickiego 5B",Opis nieruchomości,29.04.2024,15.07.2024,"38,23",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-pradnik-bialy-wybickiego-5b-38m2-mzn2043781168
36,,, • 3 pokoje, • piętro 6/9,"Kraków, Mistrzejowice, ul. Piasta Kołodzieja",Opis nieruchomości,21.05.2024,17.07.2024,"61,75",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-mistrzejowice-piasta-kolodzieja-61m2-mzn2043884937
37,,, • 3 pokoje, • piętro 1/9,"Kraków, Mistrzejowice, ul. Piasta Kołodzieja",Opis nieruchomości,01.12.2023,17.07.2024,"54,12",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-mistrzejowice-piasta-kolodzieja-54m2-mzn2042044065
38,,, • 2 pokoje, • piętro 8/8,"Kraków, Podgórze Duchackie, ul. Bochenka",Opis nieruchomości,09.08.2023,04.07.2024,"48,54",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-podgorze-duchackie-bochenka-48m2-mzn2042518278
39,,, • 2 pokoje, • piętro 3,"Kraków, Prądnik Biały, Banacha, ul. Zauchy 6",Opis nieruchomości,10.04.2024,17.07.2024,"38,80",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-pradnik-bialy-zauchy-6-38m2-mzn2043641298
40,886133.0,13410.0, • 3 pokoje, • piętro 5/5,"Kraków, Prądnik Biały, Conrada 27",Opis nieruchomości,13.11.2023,15.07.2024,"66,08",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-pradnik-bialy-conrada-27-66m2-mzn2042977731
41,949000.0,15306.0, • 4 pokoje, • piętro 1/3,"Kraków, Kraków-Podgórze, Kliny, Anny Szwed-Śniadowskiej",Idealne dla rodzin ✨ 4 pokoje ✨ Gotowe do wejścia,22.03.2024,15.07.2024,62,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-podgorze-anny-szwed-sniadowskiej-62m2-mzn2043530015
42,1096061.0,14090.0, • 4 pokoje, • piętro 4/5,"Kraków, Prądnik Biały, Conrada 27",Opis nieruchomości,13.11.2023,15.07.2024,"77,79",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-pradnik-bialy-conrada-27-77m2-mzn2042977729
43,,, • 1 pokój, • piętro 1,"Kraków, Podgórze Stare, ul. Rydlówka",Opis nieruchomości,16.05.2023,17.07.2024,"38,17",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-podgorze-rydlowka-38m2-mzn2042092354
44,,, • 3 pokoje, • piętro 6/9,"Kraków, Mistrzejowice, ul. Piasta Kołodzieja",Opis nieruchomości,21.05.2024,17.07.2024,"55,61",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-mistrzejowice-piasta-kolodzieja-55m2-mzn2043884936
45,,, • 2 pokoje, • piętro 6/7,"Kraków, Podgórze, Pana Tadeusza 10",Opis nieruchomości,28.05.2024,15.07.2024,"46,53",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-podgorze-pana-tadeusza-10-46m2-mzn2043922361
46,,, • 3 pokoje, • piętro 4/9,"Kraków, Mistrzejowice, ul. Piasta Kołodzieja",Opis nieruchomości,01.12.2023,17.07.2024,"54,26",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-mistrzejowice-piasta-kolodzieja-54m2-mzn2042044077
47,638980.0,15035.0, • 2 pokoje, • piętro 1/4,"Kraków, Bieżanów, Kraków, Potrzask 97d",GOTOWE do zamieszkania | 2 Pokoje + Garderoba w wysokim standardzie,29.05.2024,08.07.2024,"42,50",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-biezanow-prokocim-potrzask-42m2-mzn2043925970
48,539000.0,12112.0, • 2 pokoje, • piętro 2/4,"Kraków, Nowa Huta, Os. Stalowe, Os. Stalowe 2",2 Pokoje Os Stalowe 45m2,09.05.2024,11.07.2024,"44,50",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-nowa-huta-os-stalowe-44m2-mzn2043825834
49,950000.0,23585.0, • 2 pokoje, • piętro 2/3,"Kraków, Stare Miasto, Kraków, Rakowicka 20A","2 pok.40m2+10m2 loggia, Novum I, ul Rakowicka",11.07.2024,11.07.2024,"40,28",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-stare-miasto-rakowicka-40m2-mzn2044158411
50,,, • 4 pokoje, • piętro 7/7,"Kraków, Podgórze, Pana Tadeusza 10",Opis nieruchomości,28.05.2024,15.07.2024,"67,72",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-podgorze-pana-tadeusza-10-67m2-mzn2043922363
51,,, • 5 pokoi, • piętro 5,"Kraków, Prądnik Biały, Banacha, ul. Zauchy 6",Opis nieruchomości,14.02.2024,17.07.2024,"89,74",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-pradnik-bialy-zauchy-6-89m2-mzn2043330626
52,570000.0,17975.0, • 1 pokój, • parter/5,"Kraków, Dębniki, Kraków, Dr. Jana Piltza 46",Wysoki standard / Ogródek / Brak prowizji / Ruczaj / Piltza / os. Europejskie,04.07.2024,12.07.2024,"31,71",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-debniki-dr-jana-piltza-31m2-mzn2044100264
53,1550000.0,19136.0, • 3 pokoje, • parter/3,"Kraków, Piasek, Kraków, Tadeusza Pawlikowskiego 3","Mieszkanie w centrum Krakowa - 3 pokoje, 81 m²",14.07.2024,14.07.2024,81,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-stare-miasto-tadeusza-pawlikowskiego-81m2-mzn2042549307
54,1147100.0,25749.0, • 2 pokoje, • parter/3,"Kraków, Zwierzyniec, Wola Justowska, Piotra Borowego 37",Emaus Garden • Inwestycyjne • Bez PCC • Ogródek,27.05.2024,16.07.2024,"44,55",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-krakow-zwierzyniec-piotra-borowego-44m2-mzn2043918151
